口径,日期,购电时间段,购电量(kWh),时段数
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-24,14:10-15:10,196.678019,6
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-24,15:30-15:50,88.478139,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-24,16:00-17:40,644.472033,10
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-24,18:30-18:50,33.570161,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-24,20:10-21:10,136.749944,6
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-24,21:20-21:50,124.436633,3
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-24,22:00-22:20,23.719678,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-24,22:30-23:00,39.149950,3
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-24,23:10-23:40,26.852425,3
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-25,0:00-0:20,25.752583,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-25,0:40-1:20,87.253494,4
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-25,2:00-3:40,200.397389,10
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-25,4:10-4:20,6.291814,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-25,4:50-5:00,6.515231,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-25,5:40-6:00,269.083667,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-25,6:20-6:30,7.304931,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-25,6:50-7:00,0.085764,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-25,7:40-8:00,331.388556,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-25,8:20-8:30,0.910678,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-25,13:00-13:20,53.673789,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-25,13:40-13:50,21.293919,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-25,17:00-17:40,150.650850,4
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-25,18:10-18:20,12.586261,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-25,18:40-20:00,156.404722,8
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-25,21:00-21:40,171.594844,4
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-25,22:00-22:20,43.144000,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-25,22:40-22:50,1.026175,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-25,23:10-23:40,68.064458,3
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-26,0:50-1:50,139.284981,6
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-26,2:10-2:40,10.615492,3
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-26,3:00-3:30,65.886225,3
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-26,4:00-5:00,124.929683,6
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-26,5:50-6:00,140.491933,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-26,6:20-7:00,39.973928,4
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-26,7:50-8:10,198.003294,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-26,8:30-13:10,2213.871719,28
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-26,13:20-14:20,379.300978,6
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-26,14:30-16:30,644.180100,12
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-26,16:50-17:40,303.168333,5
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-26,18:10-18:30,27.743694,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-26,19:00-19:10,11.838983,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-26,19:30-20:20,54.095067,5
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-26,20:40-21:40,175.047967,6
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-26,22:20-22:40,38.997217,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-26,23:20-23:30,6.287881,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-27,0:30-1:20,116.572739,5
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-27,3:20-3:50,33.638175,3
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-27,5:40-6:10,171.719592,3
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-27,6:30-6:50,9.869733,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-27,7:40-10:30,1727.278783,17
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-27,13:10-13:30,37.138311,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-27,17:00-17:40,259.721267,4
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-27,18:10-18:50,131.819078,4
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-27,19:10-19:30,6.973222,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-27,20:10-21:40,220.205750,9
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-27,22:10-22:20,5.915317,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-02-27,22:30-23:10,31.183944,4
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-01,0:00-0:10,14.685044,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-01,0:30-0:50,26.565606,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-01,1:30-1:40,4.107675,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-01,2:10-2:30,19.751089,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-01,3:50-4:00,1.412861,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-01,7:50-8:00,25.212350,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-01,8:40-9:50,913.388569,7
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-01,10:00-10:20,382.692889,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-01,10:30-11:00,423.536483,3
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-01,11:10-11:30,112.085567,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-01,14:00-14:10,37.844250,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-01,14:20-14:50,79.338850,3
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-01,15:00-15:10,21.689372,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-01,15:30-16:40,265.228189,7
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-01,17:00-17:20,56.182744,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-01,17:30-17:40,9.406881,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-01,18:00-18:40,86.728128,4
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-01,18:50-19:50,100.742847,6
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-01,20:10-20:30,8.239983,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-01,21:00-21:40,58.013278,4
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-01,22:10-23:00,51.774981,5
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-01,23:40-0:00+1,145.289933,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-02,0:00-11:30,17783.174292,69
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-02,11:40-0:00+1,25942.328225,74
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-03,0:00-0:50,35.471881,5
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-03,1:10-2:20,152.709872,7
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-03,2:30-2:50,14.244133,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-03,3:10-4:00,89.518422,5
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-03,5:50-7:00,301.606831,7
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-03,7:40-10:40,1524.674533,18
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-03,11:20-11:40,117.051961,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-03,14:50-16:50,658.396836,12
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-03,17:00-17:40,192.725211,4
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-03,18:50-19:20,51.996653,3
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-03,20:20-21:40,391.916639,8
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-03,22:00-23:00,147.993850,6
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-03,23:30-23:50,8.477450,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-04,0:10-1:10,65.867347,6
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-04,1:40-2:10,87.969992,3
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-04,2:50-3:00,3.226903,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-04,3:20-3:30,37.154092,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-04,3:50-5:00,206.140492,7
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-04,5:40-6:20,236.131894,4
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-04,7:40-8:40,394.677956,6
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-04,11:00-11:40,179.130350,4
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-04,12:00-12:20,55.137106,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-04,15:40-15:50,5.878286,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-04,17:00-17:40,266.268222,4
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-04,18:50-19:10,8.325781,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-04,19:30-19:50,44.486139,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-04,20:20-20:30,1.992661,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-04,20:50-21:40,122.446639,5
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-04,22:20-22:30,8.940925,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-04,23:00-0:00+1,157.935183,6
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-05,0:40-1:00,36.366494,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-05,2:00-2:10,1.440678,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-05,2:30-3:00,40.223183,3
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-05,3:10-3:30,29.348306,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-05,4:00-4:20,16.855056,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-05,5:40-6:10,266.565475,3
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-05,6:50-7:00,20.640697,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-05,7:40-8:00,196.477728,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-05,10:00-10:20,67.583772,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-05,12:40-14:20,645.765494,10
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-05,14:50-15:00,41.837772,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-05,17:00-17:40,298.180161,4
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-05,18:10-18:50,66.323339,4
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-05,19:00-19:20,27.449167,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-05,19:40-20:20,61.402100,4
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-05,20:30-20:50,28.421367,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-05,21:00-21:40,166.725789,4
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-05,22:10-22:50,88.213806,4
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-05,23:50-0:00+1,3.464106,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-06,0:20-0:40,11.928894,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-06,0:50-1:20,31.156714,3
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-06,1:40-2:10,22.737642,3
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-06,2:30-2:50,33.054583,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-06,3:30-4:20,81.059503,5
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-06,4:40-5:00,10.857028,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-06,5:40-6:00,144.953906,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-06,6:20-6:30,1.691186,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-06,6:50-7:00,23.094103,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-06,7:50-8:00,160.745319,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-06,8:20-8:30,11.220556,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-06,8:50-9:00,36.281806,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-06,9:10-10:00,102.654147,5
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-06,10:30-11:50,364.103856,8
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-06,14:20-17:40,1390.879194,20
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-06,18:10-19:00,55.603900,5
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-06,19:30-19:40,2.741833,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-06,20:40-21:40,188.984022,6
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-06,22:10-23:20,147.107764,7
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-08,0:00-0:10,3.678689,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-08,0:50-1:00,2.014939,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-08,1:40-3:00,275.442083,8
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-08,3:20-5:40,141.176556,14
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-08,6:40-8:00,129.966458,8
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-08,10:10-10:20,23.058481,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-08,10:30-11:00,129.119525,3
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-08,11:10-11:30,127.922617,2
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-08,11:40-11:50,77.113633,1
① 双预报不可知（光伏+负载都用前一日实际）,2025-03-08,16:00-16:50,137.323233,5
